Date,Pro-Reg Tweets Daily,Anti-Reg Tweets Daily
2015-06-20,67,10
2015-06-21,107,9
2015-06-22,127,27
2015-06-23,179,30
2015-06-24,85,80
2015-06-25,60,27
2015-06-26,56,50
2015-06-27,31,14
2015-06-28,9,13
2015-06-29,40,31
2015-06-30,73,42
2015-07-01,51,38
2015-07-02,74,31
2015-07-03,25,22
2015-07-04,23,27
2015-07-05,20,4
2015-07-06,45,30
2015-07-07,44,37
2015-07-08,83,23
2015-07-09,45,28
2015-07-10,67,31
2015-07-11,11,12
2015-07-12,26,8
2015-07-13,55,26
2015-07-14,66,46
2015-07-15,36,28
2015-07-16,68,51
2015-07-17,59,56
2015-07-18,68,31
2015-07-19,27,6
2015-07-20,65,23
2015-07-21,53,41
2015-07-22,67,35
2015-07-23,55,28
2015-07-24,124,122
2015-07-25,32,22
2015-07-26,30,5
2015-07-27,123,49
2015-07-28,66,68
2015-07-29,128,50
2015-07-30,41,70
2015-07-31,46,54
2015-08-01,38,6
2015-08-02,32,1
2015-08-03,103,93
2015-08-04,133,45
2015-08-05,80,26
2015-08-06,81,30
2015-08-07,51,97
2015-08-08,43,6
2015-08-09,54,6
2015-08-10,40,45
2015-08-11,51,59
2015-08-12,58,45
2015-08-13,102,55
2015-08-14,52,40
2015-08-15,28,11
2015-08-16,19,8
2015-08-17,43,53
2015-08-18,64,40
2015-08-19,70,37
2015-08-20,78,47
2015-08-21,52,48
2015-08-22,19,9
2015-08-23,19,10
2015-08-24,46,66
2015-08-25,56,41
2015-08-26,96,24
2015-08-27,64,92
2015-08-28,50,48
2015-08-29,54,12
2015-08-30,31,4
2015-08-31,54,23
2015-09-01,60,74
2015-09-02,59,79
2015-09-03,62,34
2015-09-04,117,47
2015-09-05,17,16
2015-09-06,13,12
2015-09-07,46,17
2015-09-08,71,31
2015-09-09,44,128
2015-09-10,109,58
2015-09-11,56,52
2015-09-12,39,19
2015-09-13,23,10
2015-09-14,52,56
2015-09-15,63,46
2015-09-16,61,35
2015-09-17,75,63
2015-09-18,49,40
2015-09-19,21,11
2015-09-20,22,9
2015-09-21,53,55
2015-09-22,49,55
2015-09-23,40,50
2015-09-24,73,62
2015-09-25,44,42
2015-09-26,24,9
2015-09-27,27,4
2015-09-28,65,27
2015-09-29,84,53
2015-09-30,123,47
2015-10-01,157,46
2015-10-02,149,35
2015-10-03,60,15
2015-10-04,58,9
2015-10-05,135,31
2015-10-06,120,83
2015-10-07,88,57
2015-10-08,99,61
2015-10-09,95,35
2015-10-10,45,24
2015-10-11,49,6
2015-10-12,60,66
2015-10-13,81,43
2015-10-14,154,61
2015-10-15,66,53
2015-10-16,49,57
2015-10-17,26,20
2015-10-18,24,15
2015-10-19,67,56
2015-10-20,83,43
2015-10-21,82,74
2015-10-22,56,47
2015-10-23,82,66
2015-10-24,29,14
2015-10-25,34,6
2015-10-26,116,38
2015-10-27,108,56
2015-10-28,136,69
2015-10-29,95,47
2015-10-30,66,58
2015-10-31,42,24
2015-11-01,39,26
2015-11-02,113,50
2015-11-03,83,51
2015-11-04,82,53
2015-11-05,73,53
2015-11-06,58,39
2015-11-07,32,5
2015-11-08,15,1
2015-11-09,68,38
2015-11-10,125,42
2015-11-11,39,38
2015-11-12,60,42
2015-11-13,75,35
2015-11-14,18,22
2015-11-15,38,10
2015-11-16,37,33
2015-11-17,71,26
2015-11-18,95,36
2015-11-19,172,41
2015-11-20,109,44
2015-11-21,27,8
2015-11-22,30,10
2015-11-23,67,53
2015-11-24,66,60
2015-11-25,42,32
2015-11-26,13,18
2015-11-27,38,14
2015-11-28,72,12
2015-11-29,36,9
2015-11-30,84,58
2015-12-01,91,39
2015-12-02,120,30
2015-12-03,246,62
2015-12-04,65,40
2015-12-05,59,23
2015-12-06,48,19
2015-12-07,109,51
2015-12-08,88,43
2015-12-09,57,39
2015-12-10,92,36
2015-12-11,76,42
2015-12-12,96,8
2015-12-13,80,5
2015-12-14,65,31
2015-12-15,68,36
2015-12-16,56,56
2015-12-17,71,35
2015-12-18,51,27
2015-12-19,25,12
2015-12-20,36,19
2015-12-21,42,29
2015-12-22,54,32
2015-12-23,49,27
2015-12-24,52,21
2015-12-25,16,5
2015-12-26,28,7
2015-12-27,24,4
2015-12-28,31,40
2015-12-29,30,36
2015-12-30,29,30
2015-12-31,32,35
2016-01-01,19,19
2016-01-02,26,13
2016-01-03,62,13
2016-01-04,98,47
2016-01-05,181,93
2016-01-06,218,36
2016-01-07,122,33
2016-01-08,182,50
2016-01-09,54,12
2016-01-10,39,11
2016-01-11,37,29
2016-01-12,156,33
2016-01-13,131,41
2016-01-14,92,42
2016-01-15,101,46
2016-01-16,49,12
2016-01-17,34,12
2016-01-18,64,29
2016-01-19,72,28
2016-01-20,85,41
2016-01-21,79,33
2016-01-22,50,24
2016-01-23,30,10
2016-01-24,20,6
2016-01-25,63,19
2016-01-26,91,31
2016-01-27,106,27
2016-01-28,66,31
2016-01-29,80,26
2016-01-30,50,9
2016-01-31,31,4
2016-02-01,65,40
2016-02-02,53,29
2016-02-03,61,24
2016-02-04,61,26
2016-02-05,58,28
2016-02-06,21,18
2016-02-07,18,10
2016-02-08,111,35
2016-02-09,89,47
2016-02-10,75,47
2016-02-11,81,47
2016-02-12,64,38
2016-02-13,37,31
2016-02-14,32,21
2016-02-15,53,27
2016-02-16,75,45
2016-02-17,61,49
2016-02-18,95,39
2016-02-19,61,43
2016-02-20,25,30
2016-02-21,59,35
2016-02-22,94,61
2016-02-23,73,56
2016-02-24,59,52
2016-02-25,56,60
2016-02-26,109,60
2016-02-27,28,27
2016-02-28,25,29
2016-02-29,57,45
2016-03-01,59,38
2016-03-02,44,31
2016-03-03,62,74
2016-03-04,64,47
2016-03-05,18,30
2016-03-06,36,11
2016-03-07,115,66
2016-03-08,58,46
2016-03-09,76,42
2016-03-10,65,48
2016-03-11,64,54
2016-03-12,23,36
2016-03-13,32,27
2016-03-14,67,39
2016-03-15,80,42
2016-03-16,84,45
2016-03-17,89,46
2016-03-18,64,57
2016-03-19,27,18
2016-03-20,20,19
2016-03-21,60,43
2016-03-22,51,38
2016-03-23,70,40
2016-03-24,84,69
2016-03-25,56,61
2016-03-26,15,26
2016-03-27,16,21
2016-03-28,81,43
2016-03-29,74,57
2016-03-30,75,48
2016-03-31,61,52
2016-04-01,70,53
2016-04-02,27,33
2016-04-03,24,23
2016-04-04,68,43
2016-04-05,67,26
2016-04-06,94,34
2016-04-07,40,40
2016-04-08,61,39
2016-04-09,73,21
2016-04-10,25,28
2016-04-11,81,51
2016-04-12,81,65
2016-04-13,142,50
2016-04-14,108,54
2016-04-15,80,63
2016-04-16,32,30
2016-04-17,25,27
2016-04-18,75,57
2016-04-19,71,56
2016-04-20,82,58
2016-04-21,74,51
2016-04-22,97,53
2016-04-23,33,33
2016-04-24,31,35
2016-04-25,61,61
2016-04-26,80,51
2016-04-27,82,74
2016-04-28,110,56
2016-04-29,65,62
2016-04-30,29,41
2016-05-01,22,23
2016-05-02,52,51
2016-05-03,75,57
2016-05-04,68,56
2016-05-05,84,38
2016-05-06,69,58
2016-05-07,75,17
2016-05-08,26,7
2016-05-09,48,59
2016-05-10,85,148
2016-05-11,127,85
2016-05-12,81,209
2016-05-13,65,65
2016-05-14,29,31
2016-05-15,38,23
2016-05-16,99,77
2016-05-17,67,57
2016-05-18,70,82
2016-05-19,117,66
2016-05-20,200,121
2016-05-21,59,68
2016-05-22,40,32
2016-05-23,227,53
2016-05-24,58,61
2016-05-25,66,63
2016-05-26,79,81
2016-05-27,49,110
2016-05-28,21,41
2016-05-29,36,22
2016-05-30,28,57
2016-05-31,70,67
2016-06-01,161,76
2016-06-02,437,75
2016-06-03,132,61
2016-06-04,42,31
2016-06-05,54,25
2016-06-06,78,43
2016-06-07,104,70
2016-06-08,67,48
2016-06-09,66,78
2016-06-10,67,57
2016-06-11,55,23
2016-06-12,234,36
2016-06-13,189,61
2016-06-14,157,52
2016-06-15,333,94
2016-06-16,270,70
2016-06-17,129,60
2016-06-18,112,39
2016-06-19,153,47
2016-06-20,184,66
2016-06-21,97,73
2016-06-22,331,53
2016-06-23,218,65
2016-06-24,111,74
2016-06-25,51,21
2016-06-26,81,11
2016-06-27,92,61
2016-06-28,106,37
2016-06-29,237,55
2016-06-30,98,57
2016-07-01,101,68
2016-07-02,67,21
2016-07-03,42,28
2016-07-04,50,69
2016-07-05,77,50
2016-07-06,142,50
2016-07-07,172,62
2016-07-08,146,51
2016-07-09,48,21
2016-07-10,43,29
2016-07-11,168,75
2016-07-12,107,92
2016-07-13,94,66
2016-07-14,103,69
2016-07-15,89,87
2016-07-16,14,47
2016-07-17,35,69
2016-07-18,160,60
2016-07-19,87,67
2016-07-20,76,69
2016-07-21,83,85
2016-07-22,99,61
2016-07-23,61,65
2016-07-24,40,37
2016-07-25,78,68
2016-07-26,96,65
2016-07-27,117,77
2016-07-28,178,164
2016-07-29,158,90
2016-07-30,62,34
2016-07-31,45,14
2016-08-01,76,58
2016-08-02,74,77
2016-08-03,82,82
2016-08-04,69,65
2016-08-05,62,63
2016-08-06,63,55
2016-08-07,38,24
2016-08-08,43,68
2016-08-09,88,70
2016-08-10,77,72
2016-08-11,67,68
2016-08-12,104,47
2016-08-13,73,53
2016-08-14,23,30
2016-08-15,56,56
2016-08-16,37,52
2016-08-17,48,59
2016-08-18,58,46
2016-08-19,55,60
2016-08-20,38,28
2016-08-21,21,31
2016-08-22,55,61
2016-08-23,102,59
2016-08-24,90,65
2016-08-25,68,66
2016-08-26,55,61
2016-08-27,56,31
2016-08-28,15,26
2016-08-29,73,50
2016-08-30,45,69
2016-08-31,68,64
2016-09-01,56,55
2016-09-02,48,56
2016-09-03,37,42
2016-09-04,16,29
2016-09-05,28,38
2016-09-06,77,67
2016-09-07,135,63
2016-09-08,56,68
2016-09-09,57,50
2016-09-10,53,55
2016-09-11,15,40
2016-09-12,43,54
2016-09-13,65,72
2016-09-14,167,112
2016-09-15,168,88
2016-09-16,56,88
2016-09-17,70,71
2016-09-18,30,41
2016-09-19,72,68
2016-09-20,60,70
2016-09-21,69,77
2016-09-22,66,80
2016-09-23,77,79
2016-09-24,58,109
2016-09-25,54,69
2016-09-26,92,66
2016-09-27,148,87
2016-09-28,76,65
2016-09-29,145,70
2016-09-30,51,59
2016-10-01,22,42
2016-10-02,20,48
2016-10-03,65,100
2016-10-04,130,77
2016-10-05,106,115
2016-10-06,66,112
2016-10-07,61,79
2016-10-08,43,46
2016-10-09,36,26
2016-10-10,71,91
2016-10-11,67,91
2016-10-12,80,70
2016-10-13,65,67
2016-10-14,72,79
2016-10-15,30,22
2016-10-16,40,21
2016-10-17,81,48
2016-10-18,76,54
2016-10-19,69,62
2016-10-20,150,74
2016-10-21,60,54
2016-10-22,45,42
2016-10-23,33,28
2016-10-24,67,72
2016-10-25,66,125
2016-10-26,80,61
2016-10-27,65,60
2016-10-28,66,67
2016-10-29,53,56
2016-10-30,21,41
2016-10-31,68,61
2016-11-01,73,74
2016-11-02,87,67
2016-11-03,77,65
2016-11-04,70,67
2016-11-05,66,52
2016-11-06,59,47
2016-11-07,79,79
2016-11-08,144,85
2016-11-09,60,97
2016-11-10,37,81
2016-11-11,21,68
2016-11-12,12,43
2016-11-13,18,67
2016-11-14,68,74
2016-11-15,56,60
2016-11-16,52,60
2016-11-17,46,70
2016-11-18,44,77
2016-11-19,29,46
2016-11-20,23,45
2016-11-21,43,77
2016-11-22,57,66
2016-11-23,51,72
2016-11-24,28,62
2016-11-25,25,37
2016-11-26,24,43
2016-11-27,31,35
2016-11-28,111,66
2016-11-29,88,64
2016-11-30,75,52
2016-12-01,73,53
2016-12-02,78,61
2016-12-03,17,56
2016-12-04,22,50
2016-12-05,53,56
2016-12-06,61,53
2016-12-07,78,46
2016-12-08,63,48
2016-12-09,47,66
2016-12-10,31,53
2016-12-11,45,30
2016-12-12,69,59
2016-12-13,69,79
2016-12-14,232,64
2016-12-15,86,58
2016-12-16,80,70
2016-12-17,26,62
2016-12-18,29,64
2016-12-19,48,65
2016-12-20,56,81
2016-12-21,46,50
2016-12-22,37,44
2016-12-23,46,47
2016-12-24,23,35
2016-12-25,12,17
2016-12-26,25,27
2016-12-27,37,38
2016-12-28,47,42
2016-12-29,30,48
2016-12-30,29,61
2016-12-31,25,26
2017-01-01,17,31
2017-01-02,32,31
2017-01-03,51,63
2017-01-04,90,55
2017-01-05,72,70
2017-01-06,93,37
2017-01-07,63,42
2017-01-08,41,26
2017-01-09,67,50
2017-01-10,74,55
2017-01-11,50,57
2017-01-12,57,42
2017-01-13,58,98
2017-01-14,29,45
2017-01-15,31,37
2017-01-16,66,59
2017-01-17,63,69
2017-01-18,81,48
2017-01-19,62,46
2017-01-20,60,38
2017-01-21,163,26
2017-01-22,51,34
2017-01-23,66,54
2017-01-24,55,67
2017-01-25,72,62
2017-01-26,78,93
2017-01-27,41,78
2017-01-28,30,69
2017-01-29,20,45
2017-01-30,59,81
2017-01-31,64,59
2017-02-01,65,70
2017-02-02,66,74
2017-02-03,71,63
2017-02-04,31,35
2017-02-05,30,31
2017-02-06,40,51
2017-02-07,72,67
2017-02-08,57,69
2017-02-09,57,82
2017-02-10,39,56
2017-02-11,31,31
2017-02-12,45,36
2017-02-13,58,52
2017-02-14,82,65
2017-02-15,84,60
2017-02-16,63,63
2017-02-17,69,53
2017-02-18,25,43
2017-02-19,22,55
2017-02-20,51,49
2017-02-21,75,59
2017-02-22,88,66
2017-02-23,94,59
2017-02-24,72,69
2017-02-25,27,60
2017-02-26,33,44
2017-02-27,61,66
2017-02-28,75,63
2017-03-01,98,69
2017-03-02,75,64
2017-03-03,70,53
2017-03-04,36,20
2017-03-05,31,22
2017-03-06,62,68
2017-03-07,66,71
2017-03-08,115,73
2017-03-09,47,62
2017-03-10,70,53
2017-03-11,28,41
2017-03-12,25,39
2017-03-13,41,55
2017-03-14,74,51
2017-03-15,54,45
2017-03-16,106,59
2017-03-17,68,47
2017-03-18,28,27
2017-03-19,69,27
2017-03-20,40,59
2017-03-21,68,58
2017-03-22,59,66
2017-03-23,78,71
2017-03-24,77,54
2017-03-25,38,38
2017-03-26,33,42
2017-03-27,58,40
2017-03-28,52,47
2017-03-29,50,45
2017-03-30,58,48
2017-03-31,76,43
2017-04-01,27,28
2017-04-02,24,30
2017-04-03,74,59
2017-04-04,77,60
2017-04-05,98,76
2017-04-06,65,76
2017-04-07,77,83
2017-04-08,45,73
2017-04-09,32,56
2017-04-10,124,56
2017-04-11,67,64
2017-04-12,68,55
2017-04-13,49,60
2017-04-14,44,58
2017-04-15,28,40
2017-04-16,38,45
2017-04-17,68,50
2017-04-18,52,66
2017-04-19,64,57
2017-04-20,66,58
2017-04-21,55,54
2017-04-22,48,31
2017-04-23,24,28
2017-04-24,65,45
2017-04-25,50,55
2017-04-26,58,60
2017-04-27,72,40
2017-04-28,221,104
2017-04-29,60,52
2017-04-30,30,35
2017-05-01,66,44
2017-05-02,40,54
2017-05-03,82,77
2017-05-04,64,62
2017-05-05,47,59
2017-05-06,32,53
2017-05-07,31,45
2017-05-08,45,37
2017-05-09,70,45
2017-05-10,61,39
2017-05-11,60,46
2017-05-12,63,33
2017-05-13,23,17
2017-05-14,20,23
2017-05-15,66,37
2017-05-16,63,39
2017-05-17,62,34
2017-05-18,59,39
2017-05-19,54,42
2017-05-20,30,48
2017-05-21,22,28
2017-05-22,62,42
2017-05-23,75,60
2017-05-24,61,57
2017-05-25,65,44
2017-05-26,66,57
2017-05-27,29,49
2017-05-28,50,43
2017-05-29,27,42
2017-05-30,66,51
2017-05-31,87,63
2017-06-01,120,61
2017-06-02,720,48
2017-06-03,310,17
2017-06-04,44,20
2017-06-05,94,42
2017-06-06,85,93
2017-06-07,79,50
2017-06-08,63,46
2017-06-09,36,50
2017-06-10,34,25
2017-06-11,47,18
2017-06-12,145,59
2017-06-13,112,67
2017-06-14,214,62
2017-06-15,81,60
2017-06-16,65,57
2017-06-17,49,28
2017-06-18,112,26
2017-06-19,165,45
2017-06-20,80,54
2017-06-21,103,64
2017-06-22,75,82
2017-06-23,49,79
2017-06-24,34,33
2017-06-25,46,31
2017-06-26,59,70
2017-06-27,65,73
2017-06-28,72,57
2017-06-29,76,61
2017-06-30,84,95
2017-07-01,45,31
2017-07-02,25,45
2017-07-03,35,69
2017-07-04,38,43
2017-07-05,56,52
2017-07-06,61,45
2017-07-07,41,42
2017-07-08,20,36
2017-07-09,24,26
2017-07-10,51,48
2017-07-11,50,71
2017-07-12,55,65
2017-07-13,57,62
2017-07-14,151,95
2017-07-15,39,35
2017-07-16,26,29
2017-07-17,58,63
2017-07-18,51,97
2017-07-19,57,65
2017-07-20,83,54
2017-07-21,40,61
2017-07-22,24,39
2017-07-23,25,47
2017-07-24,35,88
2017-07-25,48,113
2017-07-26,57,73
2017-07-27,42,70
2017-07-28,55,51
2017-07-29,13,15
2017-07-30,17,19
2017-07-31,51,39
2017-08-01,71,39
2017-08-02,101,63
2017-08-03,95,44
2017-08-04,117,35
2017-08-05,57,26
2017-08-06,53,20
2017-08-07,56,36
2017-08-08,40,42
2017-08-09,55,51
2017-08-10,51,52
2017-08-11,40,43
2017-08-12,69,22
2017-08-13,30,28
2017-08-14,73,51
2017-08-15,59,38
2017-08-16,36,39
2017-08-17,62,41
2017-08-18,60,47
2017-08-19,40,20
2017-08-20,27,17
2017-08-21,32,47
2017-08-22,43,40
2017-08-23,48,60
2017-08-24,54,47
2017-08-25,46,39
2017-08-26,38,25
2017-08-27,26,19
2017-08-28,51,50
2017-08-29,49,37
2017-08-30,49,38
2017-08-31,56,39
2017-09-01,53,47
2017-09-02,19,37
2017-09-03,17,15
2017-09-04,35,26
2017-09-05,58,43
2017-09-06,55,46
2017-09-07,48,33
2017-09-08,43,44
2017-09-09,25,30
2017-09-10,42,18
2017-09-11,67,45
2017-09-12,99,35
2017-09-13,137,36
2017-09-14,81,43
2017-09-15,63,81
2017-09-16,59,31
2017-09-17,31,24
2017-09-18,118,42
2017-09-19,61,52
2017-09-20,75,60
2017-09-21,52,66
2017-09-22,64,29
2017-09-23,42,25
2017-09-24,25,21
2017-09-25,55,37
2017-09-26,45,47
2017-09-27,48,48
2017-09-28,42,65
2017-09-29,79,37
2017-09-30,30,56
2017-10-01,29,22
2017-10-02,240,44
2017-10-03,199,57
2017-10-04,168,72
2017-10-05,217,75
2017-10-06,125,60
2017-10-07,68,61
2017-10-08,84,59
2017-10-09,83,52
2017-10-10,88,55
2017-10-11,78,70
2017-10-12,100,60
2017-10-13,52,56
2017-10-14,41,37
2017-10-15,32,32
2017-10-16,54,54
2017-10-17,101,68
2017-10-18,104,55
2017-10-19,102,50
2017-10-20,69,51
2017-10-21,50,36
2017-10-22,35,40
2017-10-23,71,81
2017-10-24,55,74
2017-10-25,115,47
2017-10-26,50,55
2017-10-27,52,50
2017-10-28,42,48
2017-10-29,20,31
2017-10-30,48,63
2017-10-31,95,46
2017-11-01,75,58
2017-11-02,111,49
2017-11-03,71,56
2017-11-04,31,28
2017-11-05,55,28
2017-11-06,177,61
2017-11-07,121,73
2017-11-08,210,59
2017-11-09,81,45
2017-11-10,67,78
2017-11-11,29,39
2017-11-12,50,30
2017-11-13,72,62
2017-11-14,80,63
2017-11-15,84,50
2017-11-16,78,51
2017-11-17,40,67
2017-11-18,35,65
2017-11-19,38,44
2017-11-20,46,42
2017-11-21,61,44
2017-11-22,38,48
2017-11-23,37,35
2017-11-24,33,40
2017-11-25,21,62
2017-11-26,11,22
2017-11-27,44,49
2017-11-28,71,57
2017-11-29,97,62
2017-11-30,49,69
2017-12-01,53,49
2017-12-02,31,52
2017-12-03,25,43
2017-12-04,99,49
2017-12-05,139,79
2017-12-06,156,88
2017-12-07,129,71
2017-12-08,43,43
2017-12-09,22,39
2017-12-10,25,56
2017-12-11,41,44
2017-12-12,46,44
2017-12-13,90,41
2017-12-14,109,44
2017-12-15,80,51
2017-12-16,29,41
2017-12-17,32,25
2017-12-18,57,46
2017-12-19,58,60
2017-12-20,38,40
2017-12-21,32,34
2017-12-22,46,29
2017-12-23,24,27
2017-12-24,32,23
2017-12-25,11,33
2017-12-26,27,66
2017-12-27,47,58
2017-12-28,39,45
2017-12-29,36,43
2017-12-30,23,46
2017-12-31,31,44
2018-01-01,20,34
2018-01-02,40,61
2018-01-03,35,35
2018-01-04,35,42
2018-01-05,38,55
2018-01-06,22,23
2018-01-07,12,35
2018-01-08,51,38
2018-01-09,53,43
2018-01-10,38,60
2018-01-11,47,43
2018-01-12,34,39
2018-01-13,27,20
2018-01-14,39,18
2018-01-15,72,32
2018-01-16,61,48
2018-01-17,74,33
2018-01-18,58,43
2018-01-19,68,69
2018-01-20,123,46
2018-01-21,59,25
2018-01-22,58,34
2018-01-23,100,31
2018-01-24,81,34
2018-01-25,99,34
2018-01-26,60,35
2018-01-27,58,12
2018-01-28,51,36
2018-01-29,75,40
2018-01-30,71,55
2018-01-31,97,35
2018-02-01,92,36
2018-02-02,54,32
2018-02-03,29,44
2018-02-04,21,24
2018-02-05,63,52
2018-02-06,47,34
2018-02-07,57,32
2018-02-08,48,22
2018-02-09,53,31
2018-02-10,31,42
2018-02-11,26,23
2018-02-12,57,42
2018-02-13,110,34
2018-02-14,155,41
2018-02-15,288,38
2018-02-16,183,78
2018-02-17,140,65
2018-02-18,165,59
2018-02-19,137,65
2018-02-20,131,52
2018-02-21,206,65
2018-02-22,378,81
2018-02-23,199,61
2018-02-24,160,52
2018-02-25,149,54
2018-02-26,144,55
2018-02-27,193,49
2018-02-28,182,42
2018-03-01,220,79
2018-03-02,164,52
2018-03-03,161,20
2018-03-04,71,45
2018-03-05,158,61
2018-03-06,118,73
2018-03-07,205,58
2018-03-08,154,77
2018-03-09,105,52
2018-03-10,94,38
2018-03-11,79,32
2018-03-12,85,75
2018-03-13,108,67
2018-03-14,368,72
2018-03-15,96,45
2018-03-16,116,53
2018-03-17,79,27
2018-03-18,64,35
2018-03-19,1495,35
2018-03-20,1208,33
2018-03-21,1352,30
2018-03-22,999,65
2018-03-23,5905,145
2018-03-24,12586,53
2018-03-25,125,36
2018-03-26,112,39
2018-03-27,102,46
2018-03-28,87,42
2018-03-29,90,50
2018-03-30,56,49
2018-03-31,68,51
2018-04-01,43,21
2018-04-02,59,41
2018-04-03,99,60
2018-04-04,134,47
2018-04-05,110,46
2018-04-06,238,51
2018-04-07,88,24
2018-04-08,47,39
2018-04-09,64,35
2018-04-10,108,54
2018-04-11,73,54
2018-04-12,82,60
2018-04-13,56,45
2018-04-14,53,43
2018-04-15,49,39
2018-04-16,92,107
2018-04-17,75,70
2018-04-18,84,81
2018-04-19,95,45
2018-04-20,200,66
2018-04-21,53,27
2018-04-22,71,44
2018-04-23,105,57
2018-04-24,77,78
2018-04-25,84,66
2018-04-26,73,91
2018-04-27,58,61
2018-04-28,37,36
2018-04-29,36,30
2018-04-30,79,140
2018-05-01,87,89
2018-05-02,121,68
2018-05-03,116,60
2018-05-04,464,75
2018-05-05,160,36
2018-05-06,62,63
2018-05-07,75,60
2018-05-08,69,36
2018-05-09,117,67
2018-05-10,65,49
2018-05-11,69,38
2018-05-12,46,49
2018-05-13,69,117
2018-05-14,60,66
2018-05-15,71,46
2018-05-16,81,65
2018-05-17,76,63
2018-05-18,185,67
2018-05-19,142,47
2018-05-20,105,70
2018-05-21,107,76
2018-05-22,76,58
2018-05-23,115,154
2018-05-24,96,71
2018-05-25,120,80
2018-05-26,55,61
2018-05-27,27,59
2018-05-28,21,44
2018-05-29,70,46
2018-05-30,80,40
2018-05-31,104,41
2018-06-01,365,59
2018-06-02,308,87
2018-06-03,118,96
2018-06-04,87,56
2018-06-05,84,47
2018-06-06,61,93
2018-06-07,79,64
2018-06-08,72,51
2018-06-09,50,65
2018-06-10,57,43
2018-06-11,106,55
2018-06-12,124,36
2018-06-13,107,44
2018-06-14,74,67
2018-06-15,86,74
2018-06-16,69,47
2018-06-17,71,47
2018-06-18,81,59
2018-06-19,105,64
2018-06-20,79,72
2018-06-21,77,80
2018-06-22,71,50
2018-06-23,42,35
2018-06-24,44,75
2018-06-25,58,62
2018-06-26,41,59
2018-06-27,66,88
2018-06-28,107,95
2018-06-29,78,97
2018-06-30,27,50
2018-07-01,27,80
2018-07-02,55,52
2018-07-03,70,43
2018-07-04,48,68
2018-07-05,53,118
2018-07-06,30,67
2018-07-07,49,115
2018-07-08,23,154
2018-07-09,58,101
2018-07-10,80,68
2018-07-11,53,61
2018-07-12,55,48
2018-07-13,62,87
2018-07-14,37,80
2018-07-15,38,59
2018-07-16,115,107
2018-07-17,110,45
2018-07-18,68,73
2018-07-19,77,114
2018-07-20,79,66
2018-07-21,24,207
2018-07-22,36,153
2018-07-23,53,144
2018-07-24,58,139
2018-07-25,105,170
2018-07-26,118,154
2018-07-27,75,84
2018-07-28,38,94
2018-07-29,63,146
2018-07-30,77,160
2018-07-31,133,74
2018-08-01,76,181
2018-08-02,72,129
2018-08-03,91,150
2018-08-04,64,107
2018-08-05,21,138
2018-08-06,56,142
2018-08-07,59,115
2018-08-08,57,138
2018-08-09,73,221
2018-08-10,102,230
2018-08-11,105,129
2018-08-12,37,95
2018-08-13,61,165
2018-08-14,51,116
2018-08-15,45,121
2018-08-16,60,84
2018-08-17,51,98
2018-08-18,28,161
2018-08-19,35,232
2018-08-20,49,99
2018-08-21,63,72
2018-08-22,82,62
2018-08-23,84,87
2018-08-24,94,70
2018-08-25,31,100
2018-08-26,53,143
2018-08-27,82,116
2018-08-28,95,106
2018-08-29,85,153
2018-08-30,67,116
2018-08-31,69,169
2018-09-01,39,104
2018-09-02,42,95
2018-09-03,42,77
2018-09-04,96,92
2018-09-05,121,275
2018-09-06,100,120
2018-09-07,83,267
2018-09-08,50,109
2018-09-09,30,124
2018-09-10,101,159
2018-09-11,58,99
2018-09-12,88,77
2018-09-13,188,103
2018-09-14,87,87
2018-09-15,46,79
2018-09-16,50,102
2018-09-17,65,90
2018-09-18,59,490
2018-09-19,86,290
2018-09-20,61,112
2018-09-21,84,186
2018-09-22,64,57
2018-09-23,45,177
2018-09-24,65,281
2018-09-25,135,190
2018-09-26,74,253
2018-09-27,68,330
2018-09-28,105,250
2018-09-29,45,122
2018-09-30,30,83
2018-10-01,199,115
2018-10-02,82,78
2018-10-03,90,96
2018-10-04,68,81
2018-10-05,90,107
2018-10-06,50,126
2018-10-07,35,183
2018-10-08,59,146
2018-10-09,82,269
2018-10-10,109,99
2018-10-11,76,110
2018-10-12,69,110
2018-10-13,68,66
2018-10-14,53,107
2018-10-15,66,141
2018-10-16,134,80
2018-10-17,91,111
2018-10-18,80,212
2018-10-19,97,130
2018-10-20,77,73
2018-10-21,25,89
2018-10-22,72,243
2018-10-23,91,139
2018-10-24,92,119
2018-10-25,90,132
2018-10-26,81,292
2018-10-27,125,283
2018-10-28,63,302
2018-10-29,114,218
2018-10-30,109,113
2018-10-31,107,347
2018-11-01,87,248
2018-11-02,81,192
2018-11-03,118,268
2018-11-04,61,188
2018-11-05,129,231
2018-11-06,168,180
2018-11-07,254,146
2018-11-08,138,94
2018-11-09,113,135
2018-11-10,48,71
2018-11-11,55,53
2018-11-12,56,161
2018-11-13,63,127
2018-11-14,66,48
2018-11-15,76,139
2018-11-16,62,191
2018-11-17,32,160
2018-11-18,23,270
2018-11-19,64,153
2018-11-20,113,207
2018-11-21,52,250
2018-11-22,34,144
2018-11-23,33,65
2018-11-24,31,168
2018-11-25,17,104
2018-11-26,54,89
2018-11-27,71,175
2018-11-28,83,105
2018-11-29,100,213
2018-11-30,69,219
2018-12-01,34,93
2018-12-02,32,148
2018-12-03,58,103
2018-12-04,60,108
2018-12-05,66,208
2018-12-06,81,108
2018-12-07,85,174
2018-12-08,32,124
2018-12-09,23,99
