"","x"
"1",-0.153138578841364
"2",1.54889007105742
"3",0.0549005593461267
"4",3.11534031280398
"5",-3.42363997505259
"6",2.62514946634263
"7",-0.00736665137211734
"8",0.420435960271409
"9",-3.50877675301067
"10",-2.01695807015638
"11",-1.29065852714825
"12",-0.782796496207414
"13",-1.43962033808869
"14",-5.04608066627215
"15",-1.01285576125271
"16",-4.0221592619495
"17",1.30186461580686
"18",5.49026476317255
"19",4.90317797940117
"20",4.68121032932827
"21",0.494037937378046
"22",6.32185337069236
"23",3.83939670934078
"24",2.78251636079282
"25",-3.37249179406295
"26",-0.952822048948407
"27",0.627357593357154
"28",7.87031624964646
"29",-0.71299873491332
"30",0.575706516080592
"31",-1.99816096965088
"32",2.43832991647774
"33",6.6484856125097
"34",-1.00933236372025
"35",5.09091539719146
"36",2.83988931344183
"37",1.87143041666555
"38",1.83316362821271
"39",0.0432433930771889
"40",-1.2890506133009
"41",3.28487436322621
"42",-4.66921340679758
"43",-1.19278557564968
"44",-1.43743662520549
"45",-2.88249788251658
"46",1.02200292430829
"47",-2.18380926153835
"48",-3.95181160741424
"49",0.689354243250289
"50",-0.824625678083228
"51",0.877656497412845
"52",-3.13460520444761
"53",-2.53790145197166
"54",-0.914587035924178
"55",-4.6783644430137
"56",-2.99191842210004
"57",-6.29747986273436
"58",-5.44547583287079
"59",1.1424478304747
"60",-1.22746102268014
"61",-3.98516755528532
"62",-0.830103212799943
"63",-4.65808531034593
"64",-3.44423100534883
"65",1.20636015889879
"66",-0.637634841423709
"67",-1.46048060709919
"68",-0.148602842854554
"69",1.07186134965298
"70",-1.01859664630611
"71",1.39457530023404
"72",4.79867915994186
"73",2.02346272416544
"74",1.16074014872295
"75",5.87176705199723
"76",2.36083325481495
"77",6.95109198024081
"78",5.06918622789673
"79",2.02785179769501
"80",-0.190070004149013
"81",1.08051584858049
"82",-3.35378832997275
"83",-1.46577705808894
"84",1.52054629066584
"85",3.79596265988243
"86",-2.03927083651701
"87",6.95310392376737
"88",1.96083661960601
"89",2.36480994554734
"90",-2.13145790433304
"91",1.02957241023257
"92",-1.10380008384257
"93",1.20981532180236
"94",-2.06163745248196
"95",-3.72020603544861
"96",-1.56627155773918
"97",12.6056478649834
"98",-1.75833317197093
"99",-3.39812105305609
"100",-0.307647071690788
"101",-0.664146450904351
"102",3.18881851870192
"103",2.7191164145514
"104",-3.87278440539131
"105",-0.121470880378995
