"","x"
"1",-117.784979880174
"2",42.8359228171097
"3",100.334750778293
"4",51.7790245894628
"5",16.2357318491509
"6",-46.3242240393821
"7",107.180771611961
"8",-117.110356789742
"9",-149.761215067944
"10",25.4624391865956
"11",256.502350339391
"12",78.3495616011498
"13",6.15173879572023
"14",-378.63421935695
"15",68.4683372137988
"16",21.9663979168452
"17",314.074904482987
"18",459.92313513822
"19",-573.825492505285
