"","x"
"1",96.1750499420487
"2",128.725280476797
"3",74.153083265932
"4",47.4039191388575
"5",80.9394509992188
"6",4.28106890272605
"7",9.38285970929226
"8",-34.1711817663632
"9",-29.575821134751
"10",-65.8117742711619
"11",-62.8211270673145
"12",-22.9562544702318
"13",-14.6355327457821
"14",17.42644367769
"15",1.91219355506524
"16",6.02374359355184
"17",-61.9802393874958
"18",-25.2398565950739
"19",-43.4362011096325
"20",-75.7186098804125
"21",-45.6280043108649
"22",-124.997161568544
"23",-27.2188511818442
"24",-37.5885612213872
"25",-23.6088057506583
"26",24.3048076834562
"27",-34.1789156286421
"28",7.42019847359472
"29",41.3068814303941
"30",59.3366823931066
"31",17.815653068072
"32",39.6746013625161
"33",-29.0419205765037
"34",-10.0552970275372
"35",28.7232512834489
"36",-21.6367469191323
"37",7.20074012332583
"38",8.92372483469876
"39",-13.8510550841062
"40",26.0614876219291
"41",20.5950257446154
"42",-11.6984538800898
"43",6.03599252495616
"44",-31.1870413012943
"45",-1.76087785687142
"46",-24.2643735969915
"47",-12.6678079636893
"48",35.130581391204
"49",-25.7271982543844
"50",-9.59881841159216
"51",-7.16747612692808
"52",-39.8403397723525
"53",-20.9971006116635
"54",6.11907104860333
"55",15.4914812112495
"56",27.7720626329074
"57",46.1128157510094
"58",28.2087874597794
"59",38.8757388429922
"60",44.8602681365462
"61",9.9195105382943
"62",59.5285855212277
"63",47.6932413728998
"64",6.06587982750824
"65",25.4369670211944
"66",4.15609294845578
"67",-29.2152899434635
"68",3.23777352622332
"69",86.8086760879681
"70",4.40101763997848
"71",9.83500958635881
"72",33.5252093919314
"73",0.740387300262569
"74",65.6147730094095
"75",44.4449494077302
"76",41.2231355885811
"77",-22.5693064496068
"78",-45.5201134547864
"79",-36.6727946857663
"80",-32.3594904149765
"81",-57.6659954024202
"82",-39.4134223007164
"83",-22.7962652010021
"84",-45.5110621724357
"85",-30.7338064974663
"86",-8.58786641671102
"87",-3.98906562571267
"88",-17.3370133108229
"89",10.6253682212004
"90",-35.3912780889066
"91",-36.2239594027821
"92",-57.2004851345038
"93",-79.0552447217892
"94",-51.1469362700474
"95",-69.6316625783593
"96",-31.1352952074192
"97",1.48914192924487
"98",-38.0846818609193
"99",0.456469640691168
"100",-9.67195076686055
"101",-31.6997999601522
"102",-32.317718595724
"103",-36.9546856792538
"104",-24.0942030179388
"105",-43.5301284425429
"106",-1.17452952078999
"107",-48.9210508259552
"108",-27.6744377441729
"109",-19.9413466202593
"110",-6.34771749784775
"111",0.493525441948989
"112",4.0217347829965
"113",28.4929084404965
"114",15.1993436579031
"115",-15.1133805805013
"116",12.9035185903123
"117",9.17713347158708
"118",-3.84640920075688
"119",97.4078582482482
"120",-6.84300424432755
"121",-22.9489930040167
"122",-19.3717922189441
"123",-17.1187263324485
"124",17.5884466303537
"125",-33.9310874648187
"126",3.83773061548303
"127",7.59262471075502
"128",14.5214389700076
"129",67.8970407355738
"130",35.2635078909125
"131",11.1421412022963
"132",14.5954628324218
"133",52.651942353761
"134",68.5383712724031
"135",-13.5128319857782
"136",17.2489440141957
"137",-3.75830272077756
"138",-0.245392241867364
"139",6.2749692699615
"140",5.12279706984333
"141",-7.58911574267901
"142",-27.2880126868846
"143",19.0749778496903
"144",-16.6729400764773
"145",12.7290210651269
"146",35.78239500166
"147",30.9131227365422
"148",38.9849995831899
"149",17.0475621467061
"150",-28.6378537960071
"151",-25.8735387083276
"152",-9.15355346798381
"153",-2.88674688238792
"154",-9.28160977529483
"155",-8.29858690365629
"156",-30.2585441303828
"157",-34.4389504248399
"158",-6.90715522807761
"159",-23.1056109651327
