"","x"
"1",-6.11427669644505
"2",-2.15554325762633
"3",-3.52662280484435
"4",3.58874330402741
"5",3.34016626939888
"6",-1.11573810899448
"7",0.214817028162484
"8",-2.34807358557703
"9",-3.755132181021
"10",-2.17609063182024
"11",-6.80674243341301
"12",1.6394067267033
"13",2.4411569737778
"14",-2.19911191634494
"15",-0.933886257270322
"16",1.57207129634052
"17",4.8532629214866
"18",-3.74629388983478
"19",-3.94585008119077
"20",-0.417557142489711
"21",-0.0713672616157872
"22",-6.07345722054694
"23",-4.05346662488286
"24",-1.97507430065111
"25",-3.43016219259324
"26",-4.44836339488808
"27",4.90033630481689
"28",0.800364498905809
"29",10.6561760119559
"30",6.44055671988613
"31",9.65876516220946
"32",11.619474419244
"33",5.79835868983445
"34",5.23955091313728
"35",5.19268182284124
"36",18.4576675160137
"37",5.02333349095127
"38",-0.128738219156673
"39",2.96733460470826
"40",7.85093033119773
"41",5.20790449317275
"42",2.6776237441193
"43",-1.17018435240815
"44",11.0657304813463
"45",5.69302034684604
"46",-0.0284313260542177
"47",2.31915465851417
"48",3.32104625084428
"49",-0.712193115933329
"50",-4.46556633751695
"51",-4.11108132347192
"52",10.8954895633333
"53",14.7301523397083
"54",10.9847508236012
"55",4.14491902959946
"56",18.9059565455768
"57",3.35711699358136
"58",7.67202466
"59",-1.70769719867126
"60",3.56375800553596
"61",-4.65134277454741
"62",-0.748376578581681
"63",-1.55390268393005
"64",-4.23451465805705
"65",3.200640497469
"66",-3.69612943346829
"67",-3.80806934470768
"68",3.59834986671842
"69",0.558077082358443
"70",-3.24928366670737
"71",16.419748906181
"72",-3.73604863286426
"73",1.553466887719
"74",-1.52502018254901
"75",-0.549660054072929
"76",-2.06781890226257
"77",-3.29801833447957
"78",-2.84033119749912
"79",0.517818764138095
"80",-1.02397550958427
"81",-2.18426941341748
"82",-3.07633922248655
"83",-0.659983245375082
"84",-2.62526818796971
"85",-5.4273288841751
"86",-5.14032848722638
"87",-2.05047314222462
"88",-0.739708182246592
"89",-1.17079533742529
"90",0.230735962036308
"91",-0.198254908707811
"92",0.425008934314275
"93",-1.1431866732692
"94",-5.44123167769693
"95",-5.94134345411586
"96",-5.60745559967074
"97",-2.77141157598129
"98",-2.54265356938316
"99",-1.61211963858631
"100",-0.297495941926945
"101",1.20314356948592
"102",0.736755482833783
"103",-1.66049556156567
"104",-1.76254886511898
"105",-2.74809763871932
"106",-5.88515060366295
"107",-1.3683246249768
"108",-2.88256979467821
"109",0.144184248459857
"110",0.27790169735349
"111",-0.707035925907535
"112",-5.52224118900979
"113",-3.89197303147587
"114",-2.50032973760689
"115",1.05305313380241
"116",-5.48740958929886
"117",-1.33666001059594
"118",-5.43827919419038
"119",-1.22509526068028
"120",-3.50771919129961
"121",-4.5750225504696
"122",-5.08127891574339
"123",0.00323126904429127
"124",-2.00703764811564
"125",-2.5679249040306
"126",1.12184354560326
"127",1.21670517621153
"128",-3.24802045813983
"129",-1.93554153871141
"130",-2.71276805363721
"131",-7.57463788397859
"132",0.504579302389118
"133",-3.15284669989132
"134",-1.9826834604199
"135",3.21375702112447
"136",2.73118767194926
"137",-1.48200573011195
"138",2.14729080014571
"139",-1.20374295708983
"140",5.46007470028977
"141",1.17003733206812
"142",-3.51531886247335
"143",-2.47804995415412
"144",-1.32559198111077
"145",4.45725513656586
"146",-1.36753220683149
"147",-4.81634285767504
"148",-4.02431020057213
"149",-2.31734973094448
"150",-1.57388379711037
"151",3.020864621123
"152",1.85200366625012
"153",1.60634169650962
"154",0.764659085148302
"155",-1.87890434351673
"156",0.69084701085553
"157",1.32584385750043
"158",-1.59285691045851
"159",-1.37637531994764
"160",4.14569646980689
"161",2.12233780452717
"162",5.54493953557947
"163",2.19767034052311
"164",-1.17270645981786
"165",1.15721776695311
"166",-2.58729991433681
"167",0.344165894074945
"168",-3.92838667290825
"169",0.0611572951191004
"170",-2.21832461240771
"171",-2.96996967424689
"172",-1.4984299536458
"173",-3.72821159938983
"174",-8.90635436004116
"175",-4.39277086457111
"176",-3.15955796387855
"177",-2.41907958852494
"178",2.46104654778785
"179",-2.31805506213509
"180",-1.35053142657837
"181",-0.542536808627259
"182",-3.29962417892559
"183",-2.59960459623297
"184",-1.69705532797273
"185",1.18154272116788
"186",0.247137646160386
"187",-1.13600075168728
"188",0.945000070014305
"189",0.812263075583711
"190",-3.7872387749944
"191",-4.68643657132024
"192",-4.64886145041575
"193",-3.50409821768207
"194",0.162816837783938
"195",0.603772578328182
"196",1.42493679126716
"197",5.62697612467761
"198",12.1936621427634
"199",-0.821539222118709
"200",-2.82797735700249
"201",-5.04513375746523
"202",-4.66481190946057
"203",-3.53644121209279
"204",-3.83768220187814
"205",-7.90302240581175
"206",-4.56383908330674
"207",-1.2831121136889
"208",-0.877678932973292
"209",-0.125867629858117
"210",2.22789656769418
"211",-0.319632379413539
"212",-2.97753073566302
"213",-0.74713889505351
"214",2.58345169899996
"215",-0.898545702618015
"216",-3.33035919839987
"217",0.181275895148937
"218",2.32275701019326
"219",-1.91853566838068
"220",-3.13855780022796
"221",-1.69866899329135
"222",1.43828142381852
"223",-0.179042786256304
"224",-1.72949311944339
"225",-4.63024009427021
"226",1.22765473804367
"227",-1.19676909277936
"228",-9.26608345055567
"229",-3.15886471217523
"230",-2.70395206693055
"231",-5.78643401199605
"232",-6.66313871538946
"233",-0.024759887574441
"234",2.61804046510036
"235",7.16514977760544
"236",0.878569508581392
"237",4.06576748065758
"238",2.30077819472354
"239",1.50282337251727
"240",-1.86185745212363
"241",-1.38112397517104
"242",1.20195970946699
"243",1.28563558097511
"244",1.81995005814748
"245",4.24369455134976
"246",3.20442517190398
"247",-2.00675716507774
"248",0.242069986753727
"249",3.13198478432639
"250",-1.72258609511738
"251",1.46541280339494
"252",-0.707043492650682
"253",2.68678088350323
"254",-0.607879698318013
"255",-2.76008022911718
"256",-4.12486761728281
"257",-0.313459585267069
"258",-0.254902441578943
"259",2.65865556847957
"260",5.44907308346584
"261",15.7296523178134
"262",23.3854569371507
"263",7.25470072853247
"264",12.2116409694097
"265",6.12538349099062
"266",4.7513547502372
"267",2.94462476264337
"268",-1.0559475658876
"269",-4.06174900566837
"270",1.64838944155099
"271",-0.020023682476797
"272",-1.22256379273213
"273",-3.29515948590084
"274",-0.612914213468855
"275",-1.05795961468581
"276",-3.29193418653903
"277",-2.84856824117588
"278",0.487924552718946
"279",-0.39585528920088
"280",0.937817277950169
"281",-4.56433432462422
"282",-5.1149734692076
"283",-3.10657814478982
"284",1.20287142608558
"285",-1.60048205769599
"286",-1.58733081124061
"287",-1.67991212201863
"288",-0.205001855462779
"289",-3.31504502073412
"290",-3.11608984404712
"291",-1.12153472688761
"292",-8.00780012599334
"293",-6.18691354530839
"294",-2.75248189996421
"295",-3.16964497810384
"296",5.58324171852571
"297",-1.53544195383935
"298",-0.205065285479487
"299",5.10835552301593
"300",1.97164208248172
"301",-0.718335771713289
"302",0.652695360224261
"303",-0.463431912627514
"304",-3.33306567064703
"305",-2.28994851891396
"306",-1.74842806541701
"307",8.30348635328188
"308",5.42204691580516
"309",-0.0792386427331726
"310",0.210028121631486
"311",5.70361403627487
"312",3.67575638145923
"313",0.552803676024405
"314",-0.0204886297820268
"315",0.752169773419448
"316",6.03199458954622
"317",-3.48021746549224
"318",2.47045823434619
"319",0.135619953832355
"320",3.11209604345695
"321",-2.82711984262383
"322",-0.187563581774696
"323",0.96016822944601
"324",4.5071963402581
"325",-0.661938676701597
"326",-0.892194094701817
"327",0.487405045142324
"328",-0.490922845241985
"329",-3.23398992402783
"330",-2.80401700452335
"331",3.37305042130342
"332",-2.1564396612095
"333",-2.94022368755193
"334",-3.99765767668668
"335",-0.818125159092463
"336",-1.53520185757022
"337",-3.2041845696902
"338",-5.85202886780954
"339",-2.68215176824339
"340",3.62458156483182
"341",-4.06418641197064
"342",-6.61355948747306
"343",1.24879740032148
"344",-1.35731822125904
"345",-1.81799129808101
"346",-1.41468477024881
"347",-1.89967387286055
"348",1.60556512826095
"349",3.88277733012104
"350",0.289285505678745
"351",0.974082875993171
"352",-1.02252922573514
"353",4.65806833207823
"354",-2.65768429736942
"355",-0.407259597717518
"356",-3.9846679547833
"357",-1.10350216885488
"358",0.319521339799814
"359",-1.26351534482401
"360",-1.98725267121952
"361",-2.17651523604588
"362",1.43882405280193
"363",4.95427508069311
"364",-1.86062824494412
"365",-3.22862039354849
"366",0.94085446997407
"367",-0.831099735982606
"368",0.465667205090821
"369",-1.8957140006212
"370",0.0111236406134481
"371",-0.830640750134786
"372",-0.474992036019088
"373",-2.23027943560646
"374",-2.36436662325222
"375",-1.53743762793194
"376",0.785533644460924
"377",0.528706661521717
"378",-3.41710745307048
"379",-0.424635505237945
"380",0.22746112662351
"381",-0.244986297554079
"382",-0.637417960657417
"383",-1.30990204134377
"384",-4.84043932965319
"385",0.31168162879434
"386",-0.447356589833446
"387",-3.75925781187306
"388",2.06850423107668
"389",1.80606116745138
"390",1.67328536986556
"391",-0.543103341816471
"392",4.57602386095836
"393",3.82502700938417
"394",6.25602460839213
"395",1.17082458598358
"396",-0.487869995565915
"397",-3.08558838410151
"398",-0.537619261795784
"399",-2.05095814183601
"400",-4.16118106583062
"401",-1.93387993044533
"402",-2.00239497002652
"403",0.206973323903186
"404",2.06970789991459
"405",-0.054979561296606
"406",-0.628285368477278
"407",2.80829380874267
"408",-0.629173041711168
"409",-1.7486707972229
"410",-3.67045342045322
"411",-4.69105603901026
"412",-0.0409714922909039
"413",-2.58392484370837
"414",-3.02272696691358
"415",-1.98162147436506
"416",-1.95625030072512
"417",-1.25826169594916
